customer_id,brand,issue_type,expected_value,recommended_action,reason,primary_issue,owner,playbook,cost_per_action,expected_save_rate,expected_saved_value,net_impact,roi,scenario
CUST-01112,Voltix Home,support_escalation + late_fulfillment,268.64,Add to customer-success callback queue.,3 support tickets in 90 days | Delivered in 6 days vs 3 promised,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,53.728,39.728,3.8377142857142856,Full recovery push
CUST-01673,Voltix Home,support_escalation,252.83,Add to customer-success callback queue.,4 support tickets in 90 days,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,50.566,36.566,3.611857142857143,Full recovery push
CUST-00843,Voltix Home,support_escalation,246.64,Add to customer-success callback queue.,5 support tickets in 90 days,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,49.328,35.328,3.5234285714285716,Full recovery push
CUST-01259,Voltix Home,late_fulfillment + failed_payment,183.54,Prioritize shipment follow-up before next renewal.,Delivered in 7 days vs 4 promised | 3 retries / 15 days past due,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,44.0496,35.0496,4.8944,Full recovery push
CUST-01781,Northstar Apparel,late_fulfillment + discount_margin_leak,177.86,Prioritize shipment follow-up before next renewal.,Delivered in 5 days vs 3 promised | 46% discount with 49% churn risk,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,42.6864,33.6864,4.742933333333333,Full recovery push
CUST-00480,Voltix Home,late_fulfillment + discount_margin_leak,172.7,Prioritize shipment follow-up before next renewal.,Delivered in 8 days vs 5 promised | 42% discount with 32% churn risk,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,41.44799999999999,32.44799999999999,4.605333333333332,Full recovery push
CUST-00439,Voltix Home,late_fulfillment,172.19,Prioritize shipment follow-up before next renewal.,Delivered in 5 days vs 3 promised,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,41.3256,32.3256,4.591733333333334,Full recovery push
CUST-00756,Northstar Apparel,late_fulfillment + discount_margin_leak,171.34,Prioritize shipment follow-up before next renewal.,Delivered in 9 days vs 5 promised | 46% discount with 42% churn risk,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,41.1216,32.1216,4.569066666666667,Full recovery push
CUST-00282,Voltix Home,late_fulfillment,170.03,Prioritize shipment follow-up before next renewal.,Delivered in 4 days vs 2 promised,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,40.8072,31.8072,4.534133333333333,Full recovery push
CUST-00945,Voltix Home,late_fulfillment + discount_margin_leak,169.75,Prioritize shipment follow-up before next renewal.,Delivered in 5 days vs 2 promised | 36% discount with 32% churn risk,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,40.74,31.740000000000002,4.526666666666667,Full recovery push
CUST-02194,Voltix Home,late_fulfillment,169.3,Prioritize shipment follow-up before next renewal.,Delivered in 6 days vs 2 promised,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,40.632,31.631999999999998,4.514666666666667,Full recovery push
CUST-01369,Voltix Home,support_escalation,228.06,Add to customer-success callback queue.,3 support tickets in 90 days,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,45.612,31.612000000000002,3.258,Full recovery push
CUST-01949,Voltix Home,late_fulfillment,166.18,Prioritize shipment follow-up before next renewal.,Delivered in 7 days vs 5 promised,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,39.8832,30.883200000000002,4.431466666666667,Full recovery push
CUST-01478,Voltix Home,support_escalation,223.85,Add to customer-success callback queue.,3 support tickets in 90 days,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,44.77,30.770000000000003,3.197857142857143,Full recovery push
CUST-01041,Voltix Home,late_fulfillment,163.17,Prioritize shipment follow-up before next renewal.,Delivered in 6 days vs 4 promised,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,39.160799999999995,30.160799999999995,4.3511999999999995,Full recovery push
CUST-01415,Voltix Home,support_escalation + discount_margin_leak,216.42,Add to customer-success callback queue.,3 support tickets in 90 days | 44% discount with 50% churn risk,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,43.284,29.284,3.0917142857142856,Full recovery push
CUST-01347,Voltix Home,support_escalation,212.16,Add to customer-success callback queue.,3 support tickets in 90 days,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,42.432,28.432000000000002,3.030857142857143,Full recovery push
CUST-01334,Voltix Home,support_escalation,204.31,Add to customer-success callback queue.,6 support tickets in 90 days,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,40.862,26.862000000000002,2.918714285714286,Full recovery push
CUST-01286,Voltix Home,late_fulfillment,147.97,Prioritize shipment follow-up before next renewal.,Delivered in 6 days vs 4 promised,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,35.5128,26.5128,3.9458666666666664,Full recovery push
CUST-00310,Voltix Home,late_fulfillment,146.97,Prioritize shipment follow-up before next renewal.,Delivered in 5 days vs 3 promised,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,35.2728,26.272799999999997,3.9191999999999996,Full recovery push
CUST-00553,Voltix Home,late_fulfillment,144.03,Prioritize shipment follow-up before next renewal.,Delivered in 4 days vs 2 promised,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,34.5672,25.5672,3.8407999999999998,Full recovery push
CUST-01922,Northstar Apparel,late_fulfillment + discount_margin_leak,144.02,Prioritize shipment follow-up before next renewal.,Delivered in 6 days vs 3 promised | 55% discount with 49% churn risk,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,34.5648,25.564799999999998,3.840533333333333,Full recovery push
CUST-01101,Voltix Home,late_fulfillment,142.39,Prioritize shipment follow-up before next renewal.,Delivered in 5 days vs 3 promised,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,34.17359999999999,25.173599999999993,3.797066666666666,Full recovery push
CUST-02553,VitalEdge Wellness,late_fulfillment + discount_margin_leak,142.38,Prioritize shipment follow-up before next renewal.,Delivered in 7 days vs 2 promised | 36% discount with 43% churn risk,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,34.1712,25.1712,3.7967999999999997,Full recovery push
CUST-00407,Northstar Apparel,late_fulfillment,140.95,Prioritize shipment follow-up before next renewal.,Delivered in 6 days vs 4 promised,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,33.827999999999996,24.827999999999996,3.758666666666666,Full recovery push
CUST-00235,Voltix Home,support_escalation,192.55,Add to customer-success callback queue.,3 support tickets in 90 days,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,38.510000000000005,24.510000000000005,2.750714285714286,Full recovery push
CUST-01399,Voltix Home,late_fulfillment,139.12,Prioritize shipment follow-up before next renewal.,Delivered in 7 days vs 5 promised,late_fulfillment,Operations,Late-shipment rescue workflow,9.0,0.24,33.3888,24.388800000000003,3.709866666666667,Full recovery push
CUST-02534,Voltix Home,support_escalation + discount_margin_leak,183.23,Add to customer-success callback queue.,3 support tickets in 90 days | 40% discount with 46% churn risk,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,36.646,22.646,2.6175714285714284,Full recovery push
CUST-00137,Voltix Home,discount_margin_leak,162.31,Move from blanket discount to targeted retention offer.,41% discount with 55% churn risk,discount_margin_leak,Growth,Offer ladder instead of blanket discounts,3.5,0.16,25.9696,22.4696,7.419885714285714,Full recovery push
CUST-01616,Northstar Apparel,support_escalation + late_fulfillment,178.02,Add to customer-success callback queue.,3 support tickets in 90 days | Delivered in 5 days vs 3 promised,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,35.604000000000006,21.604000000000006,2.5431428571428576,Full recovery push
CUST-01870,Voltix Home,support_escalation,177.11,Add to customer-success callback queue.,3 support tickets in 90 days,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,35.422000000000004,21.422000000000004,2.5301428571428572,Full recovery push
CUST-00097,Voltix Home,support_escalation,168.87,Add to customer-success callback queue.,4 support tickets in 90 days,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,33.774,19.774,2.4124285714285714,Full recovery push
CUST-01015,Northstar Apparel,support_escalation + discount_margin_leak,168.19,Add to customer-success callback queue.,3 support tickets in 90 days | 55% discount with 61% churn risk,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,33.638,19.637999999999998,2.4027142857142856,Full recovery push
CUST-01130,Voltix Home,discount_margin_leak,141.74,Move from blanket discount to targeted retention offer.,41% discount with 44% churn risk,discount_margin_leak,Growth,Offer ladder instead of blanket discounts,3.5,0.16,22.678400000000003,19.178400000000003,6.479542857142858,Full recovery push
CUST-00064,Voltix Home,discount_margin_leak,140.98,Move from blanket discount to targeted retention offer.,55% discount with 33% churn risk,discount_margin_leak,Growth,Offer ladder instead of blanket discounts,3.5,0.16,22.5568,19.0568,6.4448,Full recovery push
CUST-00033,Voltix Home,support_escalation,161.72,Add to customer-success callback queue.,4 support tickets in 90 days,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,32.344,18.344,2.3102857142857145,Full recovery push
CUST-01651,VitalEdge Wellness,support_escalation + late_fulfillment,161.4,Add to customer-success callback queue.,3 support tickets in 90 days | Delivered in 6 days vs 3 promised,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,32.28,18.28,2.3057142857142856,Full recovery push
CUST-02400,Voltix Home,support_escalation,147.47,Add to customer-success callback queue.,4 support tickets in 90 days,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,29.494,15.494,2.1067142857142858,Full recovery push
CUST-02267,Voltix Home,support_escalation,144.15,Add to customer-success callback queue.,5 support tickets in 90 days,support_escalation,Customer Success,Priority callback for high-value subscribers,14.0,0.2,28.830000000000002,14.830000000000002,2.0592857142857146,Full recovery push
